# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
82210071 : [Level 44] 炽燃徘徊者（错误）
82210081 : [Level 44] 深寒徘徊者（错误）
82210091 : [Level 44] 守护者之影（错误）
82210101 : [Level 44] 蚕食者之影（错误）
82210111 : [Level 44] 兴风者（错误）
82210121 : [Level 44] 「药王秘传」炼形者（错误）
82210131 : [Level 44] 金人司阍（错误）
82210141 : [Level 44] 承露天人（错误）
82210151 : [Level 44] 丰饶灵兽•长右（错误）
82210161 : [Level 44] 资深员工•组长（错误）
82210171 : [Level 44] 金人勾魂使（错误）
82220011 : [Level 44] 杰帕德（完整）
82220021 : [Level 44] 史瓦罗（完整）
82220031 : [Level 44] 「星核猎手」卡芙卡（完整）
82220041 : [Level 44] 可可利亚（完整）
82220051 : [Level 44] 丰饶玄鹿（完整）
82220061 : [Level 44] 云骑骁卫•彦卿（完整）
82220111 : [Level 44] 杰帕德（完整）
82220121 : [Level 44] 史瓦罗（完整）
82220131 : [Level 44] 「星核猎手」卡芙卡（完整）
82220141 : [Level 44] 可可利亚（完整）
82220151 : [Level 44] 丰饶玄鹿（完整）
82220161 : [Level 44] 云骑骁卫•彦卿（完整）
82230011 : [Level 44] 虫群•真蛰虫（完整）
82230021 : [Level 44] 银枝（完整）
82230031 : [Level 44] 自动机兵•灰熊（完整）
82310011 : [Level 48] 外宇宙之冰
82310012 : [Level 48] 外宇宙之炎
82310013 : [Level 48] 外宇宙之冰
82310014 : [Level 48] 虚卒•践踏者
82310021 : [Level 48] 自动机兵•齿狼
82310022 : [Level 48] 自动机兵•灰熊
82310023 : [Level 48] 自动机兵•齿狼
82310024 : [Level 48] 炽燃徘徊者
82310031 : [Level 48] 守护者之影
82310032 : [Level 48] 蚕食者之影
82310033 : [Level 48] 守护者之影
82310034 : [Level 48] 承露天人
82311011 : [Level 48] 虚卒•践踏者
82311021 : [Level 48] 炽燃徘徊者
82311031 : [Level 48] 深寒徘徊者
82311041 : [Level 48] 金人司阍
82312011 : [Level 48] 虚卒•践踏者
82312012 : [Level 48] 炽燃徘徊者
82312013 : [Level 48] 「药王秘传」炼形者
82312021 : [Level 48] 反物质军团
82312022 : [Level 48] 银鬃铁卫
82312023 : [Level 48] 巡逻的机械
82312024 : [Level 48] 金人勾魂使
82312031 : [Level 48] 裂界造物
82320011 : [Level 48] 银鬃尉官
82320012 : [Level 48] 金人司阍
82320013 : [Level 48] 「药王秘传」炼形者
82320021 : [Level 48] 「药王秘传」炼形者（错误）
82320022 : [Level 48] 兴风者（错误）
82320023 : [Level 48] 守护者之影（错误）
82321011 : [Level 48] 自动机兵•灰熊
82321012 : [Level 48] 自动机兵•齿狼
82321013 : [Level 48] 外宇宙之冰
82321014 : [Level 48] 外宇宙之炎
82321021 : [Level 48] 深寒徘徊者（错误）
82321022 : [Level 48] 炽燃徘徊者（错误）
82321031 : [Level 48] 深寒徘徊者（错误）
82321032 : [Level 48] 炽燃徘徊者（错误）
82330011 : [Level 48] 外宇宙之炎
82330021 : [Level 48] 外宇宙之冰
82330031 : [Level 48] 深寒徘徊者
82330041 : [Level 48] 自动机兵•灰熊
82330051 : [Level 48] 兴风者
82330061 : [Level 48] 自动机兵•齿狼
82330071 : [Level 48] 守护者之影
82330081 : [Level 48] 金人司阍
82330091 : [Level 48] 银鬃尉官
82330101 : [Level 48] 炽燃徘徊者
82330111 : [Level 48] 「药王秘传」炼形者
82331011 : [Level 48] 守护者之影（错误）
82331012 : [Level 48] 蚕食者之影（错误）
82331013 : [Level 48] 承露天人（错误）
82332011 : [Level 48] 外宇宙之炎（错误）
82333011 : [Level 48] 资深员工•组长（错误）
83000011 : [Level 51] 反物质军团
83000012 : [Level 51] 裂界造物
83000013 : [Level 51] 孽物军团
83000014 : [Level 51] 惊梦剧团
83000015 : [Level 51] 惊梦剧团
83000021 : [Level 51] 裂界造物
83000022 : [Level 51] 云骑巡防士卒
83000023 : [Level 51] 公司雇员
83000024 : [Level 51] 忆域迷因
83000025 : [Level 51] 惊梦剧团
83000031 : [Level 51] 反物质军团
83000032 : [Level 51] 裂界造物
83000033 : [Level 51] 孽物军团
83000034 : [Level 51] 惊梦剧团
83000035 : [Level 51] 惊梦剧团
83000041 : [Level 51] 巡逻的机械
83000042 : [Level 51] 孽物军团
83000043 : [Level 51] 公司雇员
83000044 : [Level 51] 惊梦剧团
83000045 : [Level 51] 惊梦剧团
83000051 : [Level 52] 裂界造物
83000052 : [Level 52] 裂界造物
83000053 : [Level 52] 孽物军团
83000054 : [Level 52] 惊梦剧团
83000055 : [Level 52] 惊梦剧团
83000061 : [Level 54] 巡逻的机械
83000062 : [Level 54] 孽物军团
83000063 : [Level 54] 孽物军团
83000064 : [Level 54] 惊梦剧团
83000065 : [Level 54] 惊梦剧团
83000071 : [Level 54] 裂界造物
83000072 : [Level 54] 巡逻的机械
83000073 : [Level 54] 幽府武弁
83000074 : [Level 54] 忆域迷因
83000075 : [Level 54] 惊梦剧团
83000081 : [Level 54] 反物质军团
83000082 : [Level 54] 孽物军团
83000083 : [Level 54] 公司雇员
83000084 : [Level 54] 忆域迷因
83000085 : [Level 54] 惊梦剧团
83000091 : [Level 54] 银鬃铁卫
83000092 : [Level 54] 巡逻的机械
83000093 : [Level 54] 孽物军团
83000094 : [Level 54] 惊梦剧团
83000095 : [Level 54] 忆域迷因
83000101 : [Level 55] 银鬃铁卫
83000102 : [Level 55] 裂界造物
83000103 : [Level 55] 孽物军团
83000104 : [Level 55] 惊梦剧团
83000105 : [Level 55] 惊梦剧团
83000111 : [Level 57] 裂界造物
83000112 : [Level 57] 裂界造物
83000113 : [Level 57] 裂界造物
83000114 : [Level 57] 惊梦剧团
83000115 : [Level 57] 惊梦剧团
83000121 : [Level 57] 银鬃铁卫
83000122 : [Level 57] 巡逻的机械
83000123 : [Level 57] 公司雇员
83000124 : [Level 57] 惊梦剧团
83000125 : [Level 57] 惊梦剧团
83000131 : [Level 57] 银鬃铁卫
83000132 : [Level 57] 孽物军团
83000133 : [Level 57] 孽物军团
83000134 : [Level 57] 惊梦剧团
83000135 : [Level 57] 忆域迷因
83000141 : [Level 57] 反物质军团
83000142 : [Level 57] 孽物军团
83000143 : [Level 57] 幽府武弁
83000144 : [Level 57] 忆域迷因
83000145 : [Level 57] 忆域迷因
83000151 : [Level 58] 裂界造物
83000152 : [Level 58] 裂界造物
83000153 : [Level 58] 孽物军团
83000154 : [Level 58] 忆域迷因
83000155 : [Level 58] 忆域迷因
83001011 : [Level 54] 裂界造物
83001012 : [Level 54] 裂界造物
83001013 : [Level 54] 裂界造物
83001014 : [Level 54] 裂界造物
83001015 : [Level 54] 裂界造物
83001016 : [Level 54] 裂界造物
83001017 : [Level 54] 裂界造物
83001018 : [Level 54] 裂界造物
83001019 : [Level 54] 裂界造物
83001020 : [Level 54] 裂界造物
83001021 : [Level 54] 裂界造物
83001022 : [Level 54] 裂界造物
83001023 : [Level 54] 裂界造物
83001024 : [Level 54] 裂界造物
83001025 : [Level 54] 裂界造物
83001201 : [Level 57] 裂界造物
83001202 : [Level 57] 裂界造物
83001203 : [Level 57] 裂界造物
83001204 : [Level 57] 裂界造物
83001205 : [Level 57] 裂界造物
83001206 : [Level 57] 裂界造物
83001207 : [Level 57] 裂界造物
83001208 : [Level 57] 裂界造物
83001209 : [Level 57] 裂界造物
83001210 : [Level 57] 裂界造物
83001211 : [Level 57] 裂界造物
83001212 : [Level 57] 裂界造物
83001213 : [Level 57] 裂界造物
83001214 : [Level 57] 裂界造物
83001215 : [Level 57] 裂界造物
83002011 : [Level 44] 虚卒•践踏者
83002021 : [Level 44] 银鬃尉官
83002031 : [Level 44] 自动机兵•齿狼
83002041 : [Level 44] 自动机兵•灰熊
83002051 : [Level 44] 外宇宙之炎
83002061 : [Level 44] 外宇宙之冰
83002071 : [Level 44] 炽燃徘徊者
83002081 : [Level 44] 深寒徘徊者
83002091 : [Level 44] 守护者之影
83002101 : [Level 44] 蚕食者之影
83002111 : [Level 44] 兴风者
83002121 : [Level 44] 「药王秘传」炼形者
83002131 : [Level 44] 金人司阍
83002141 : [Level 44] 承露天人
83002151 : [Level 44] 丰饶灵兽•长右
83002161 : [Level 44] 资深员工•组长
83002171 : [Level 44] 金人勾魂使
83002181 : [Level 44] 惊梦剧团的十七分熟
83002191 : [Level 44] 惊梦剧团的甜猿泰山
83002201 : [Level 44] 「身陷樊笼的往昔」
83002211 : [Level 44] 「同音共律的来日」
83002221 : [Level 44] 「醉于盛会的此刻」
83002231 : [Level 44] 忆域迷因「狂怒褪去之壳」
83003011 : [Level 44] 虚卒•践踏者（错误）
83003021 : [Level 44] 银鬃尉官（错误）
83003031 : [Level 44] 自动机兵•齿狼（错误）
83003041 : [Level 44] 自动机兵•灰熊（错误）
83003051 : [Level 44] 外宇宙之炎（错误）
83003061 : [Level 44] 外宇宙之冰（错误）
83003071 : [Level 44] 炽燃徘徊者（错误）
83003081 : [Level 44] 深寒徘徊者（错误）
83003091 : [Level 44] 守护者之影（错误）
83003101 : [Level 44] 蚕食者之影（错误）
83003111 : [Level 44] 兴风者（错误）
83003121 : [Level 44] 「药王秘传」炼形者（错误）
83003131 : [Level 44] 金人司阍（错误）
83003141 : [Level 44] 承露天人（错误）
83003151 : [Level 44] 丰饶灵兽•长右（错误）
83003161 : [Level 44] 资深员工•组长（错误）
83003171 : [Level 44] 金人勾魂使（错误）
83003181 : [Level 44] 惊梦剧团的十七分熟（错误）
83003191 : [Level 44] 惊梦剧团的甜猿泰山（错误）
83003201 : [Level 44] 「身陷樊笼的往昔」（错误）
83003211 : [Level 44] 「同音共律的来日」（错误）
83003221 : [Level 44] 「醉于盛会的此刻」（错误）
83003911 : [Level 44] 金人勾魂使（错误）
83004011 : [Level 44] 杰帕德（完整）
83004021 : [Level 44] 史瓦罗（完整）
83004031 : [Level 44] 「星核猎手」卡芙卡（完整）
83004041 : [Level 44] 可可利亚（完整）
83004051 : [Level 44] 丰饶玄鹿（完整）
83004061 : [Level 44] 云骑骁卫•彦卿（完整）
83004071 : [Level 44] 虫群•真蛰虫（完整）
83004081 : [Level 44] 银枝（完整）
83004091 : [Level 44] 忆域迷因「何物朝向死亡」（完整）
83004101 : [Level 44] 「星核猎手」萨姆（完整）
83004111 : [Level 44] 「石心十人」诡弈砂金（完整）
83004121 : [Level 44] 昔在、今在、永在的剧目（完整）
83004131 : [Level 44] 浮烟（完整）
83005011 : [Level 48] 裂界造物
83005012 : [Level 48] 裂界造物
83005021 : [Level 48] 惊梦剧团的十七分熟
83005022 : [Level 48] 惊梦剧团的甜猿泰山
83005023 : [Level 48] 「醉于盛会的此刻」
83005031 : [Level 48] 虚卒•践踏者
83005032 : [Level 48] 惊梦剧团的甜猿泰山
83005033 : [Level 48] 深寒徘徊者
83005034 : [Level 48] 惊梦剧团的十七分熟
83005035 : [Level 48] 金人司阍
83005036 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005041 : [Level 48] 反物质军团
83005042 : [Level 48] 银鬃铁卫
83005043 : [Level 48] 巡逻的机械
83005051 : [Level 48] 金人勾魂使
83005052 : [Level 48] 「同音共律的来日」
83005053 : [Level 48] 丰饶灵兽•长右
83005061 : [Level 48] 丰饶灵兽•长右
83005062 : [Level 48] 惊梦剧团的甜猿泰山
83005063 : [Level 48] 丰饶灵兽•长右
83005071 : [Level 48] 惊梦剧团的十七分熟
83005072 : [Level 48] 深寒徘徊者
83005073 : [Level 48] 惊梦剧团的十七分熟
83005081 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005082 : [Level 48] 金人勾魂使
83005083 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005091 : [Level 48] 金人司阍
83005092 : [Level 48] 蚕食者之影
83005093 : [Level 48] 金人勾魂使
83005094 : [Level 48] 惊梦剧团的十七分熟
83005095 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005101 : [Level 48] 丰饶灵兽•长右
83005102 : [Level 48] 「同音共律的来日」
83005103 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005104 : [Level 48] 金人勾魂使
83005105 : [Level 48] 承露天人
83005111 : [Level 48] 云骑巡防士卒
83005112 : [Level 48] 银鬃铁卫
83005121 : [Level 48] 资深员工•组长（错误）
83005122 : [Level 48] 惊梦剧团的甜猿泰山（错误）
83005123 : [Level 48] 金人勾魂使（错误）
83005131 : [Level 48] 忆域迷因「狂怒褪去之壳」
83005132 : [Level 48] 惊梦剧团的十七分熟
83005133 : [Level 48] 「身陷樊笼的往昔」
83005141 : [Level 48] 自动机兵•灰熊
83005142 : [Level 48] 自动机兵•齿狼
83005143 : [Level 48] 外宇宙之冰
83005144 : [Level 48] 外宇宙之炎
83005151 : [Level 48] 深寒徘徊者（错误）
83005152 : [Level 48] 炽燃徘徊者（错误）
83005161 : [Level 48] 「石心十人」诡弈砂金
83005171 : [Level 48] 真蛰虫群
83005172 : [Level 48] 真蛰虫群
83005173 : [Level 48] 虫群•真蛰虫
83005181 : [Level 48] 惊梦剧团
83005182 : [Level 48] 惊梦剧团的甜猿泰山
83005183 : [Level 48] 惊梦剧团
83005191 : [Level 48] 惊梦剧团
83005201 : [Level 48] 浮烟
83005202 : [Level 48] 浮烟
83005203 : [Level 48] 浮烟
83005211 : [Level 48] 惊梦剧团
83005212 : [Level 48] 忆域迷因
83005221 : [Level 48] 真蛰虫群
83005222 : [Level 48] 真蛰虫群
83005223 : [Level 48] 虫群•真蛰虫
83005231 : [Level 48] 守护者之影（错误）
83005232 : [Level 48] 蚕食者之影（错误）
83005233 : [Level 48] 承露天人（错误）
83005241 : [Level 48] 资深员工•组长（错误）
83006011 : [Level 44] 虚卒•践踏者（错误）
83006021 : [Level 44] 银鬃尉官（错误）
83006031 : [Level 44] 自动机兵•齿狼（错误）
83006041 : [Level 44] 自动机兵•灰熊（错误）
83006051 : [Level 44] 外宇宙之炎（错误）
83006061 : [Level 44] 外宇宙之冰（错误）
83006071 : [Level 44] 炽燃徘徊者（错误）
83006081 : [Level 44] 深寒徘徊者（错误）
83006091 : [Level 44] 守护者之影（错误）
83006101 : [Level 44] 蚕食者之影（错误）
83006111 : [Level 44] 兴风者（错误）
83006121 : [Level 44] 「药王秘传」炼形者（错误）
83006131 : [Level 44] 金人司阍（错误）
83006141 : [Level 44] 承露天人（错误）
83006151 : [Level 44] 丰饶灵兽•长右（错误）
83006161 : [Level 44] 资深员工•组长（错误）
83006171 : [Level 44] 金人勾魂使（错误）
83006181 : [Level 44] 惊梦剧团的十七分熟（错误）
83006191 : [Level 44] 惊梦剧团的甜猿泰山（错误）
83006201 : [Level 44] 「身陷樊笼的往昔」（错误）
83006211 : [Level 44] 「同音共律的来日」（错误）
83006221 : [Level 44] 「醉于盛会的此刻」（错误）
83007011 : [Level 44] 自动机兵•灰熊（完整）
83007021 : [Level 44] 杰帕德（完整）
83007031 : [Level 44] 史瓦罗（完整）
83007041 : [Level 44] 「星核猎手」卡芙卡（完整）
83007051 : [Level 44] 可可利亚（完整）
83007061 : [Level 44] 丰饶玄鹿（完整）
83007071 : [Level 44] 云骑骁卫•彦卿（完整）
83007081 : [Level 44] 虫群•真蛰虫（完整）
83007091 : [Level 44] 银枝（完整）
83007101 : [Level 44] 忆域迷因「何物朝向死亡」（完整）
83007111 : [Level 44] 「星核猎手」萨姆（完整）
83007121 : [Level 44] 「石心十人」诡弈砂金（完整）
83007131 : [Level 44] 昔在、今在、永在的剧目（完整）
83007141 : [Level 44] 浮烟（完整）
103012310 : [Level 40] 王下一桶
103012311 : [Level 40] 王下一桶
103012312 : [Level 50] 王下一桶
103012313 : [Level 58] 王下一桶
103012314 : [Level 67] 王下一桶
103012315 : [Level 76] 王下一桶
103012316 : [Level 82] 王下一桶
103012320 : [Level 40] 王下一桶
103012321 : [Level 40] 王下一桶
103012322 : [Level 50] 王下一桶
103012323 : [Level 58] 王下一桶
103012324 : [Level 67] 王下一桶
103012325 : [Level 76] 王下一桶
103012326 : [Level 82] 王下一桶
103012990 : [Level 40] 石头老板爪牙
103012991 : [Level 40] 石头老板爪牙
103012992 : [Level 50] 石头老板爪牙
103012993 : [Level 58] 石头老板爪牙
103012994 : [Level 67] 石头老板爪牙
103012995 : [Level 76] 石头老板爪牙
103012996 : [Level 82] 石头老板爪牙
200010010 : [Level 3] 反物质军团
200010011 : [Level 29] 反物质军团
200010012 : [Level 39] 反物质军团
200010013 : [Level 49] 反物质军团
200010014 : [Level 59] 反物质军团
200010015 : [Level 69] 反物质军团
200010016 : [Level 73] 反物质军团
200010020 : [Level 2] 反物质军团
200010021 : [Level 29] 反物质军团
200010022 : [Level 39] 反物质军团
200010023 : [Level 49] 反物质军团
200010024 : [Level 59] 反物质军团
200010025 : [Level 69] 反物质军团
200010026 : [Level 73] 反物质军团
200010030 : [Level 3] 反物质军团
200010031 : [Level 29] 反物质军团
200010032 : [Level 39] 反物质军团
200010033 : [Level 49] 反物质军团
200010034 : [Level 59] 反物质军团
200010035 : [Level 69] 反物质军团
200010036 : [Level 73] 反物质军团
200010060 : [Level 3] 反物质军团
200010061 : [Level 29] 反物质军团
200010062 : [Level 39] 反物质军团
200010063 : [Level 49] 反物质军团
200010064 : [Level 59] 反物质军团
200010065 : [Level 69] 反物质军团
200010066 : [Level 73] 反物质军团
200011030 : [Level 7] 反物质军团
200011031 : [Level 29] 反物质军团
200011032 : [Level 39] 反物质军团
200011033 : [Level 49] 反物质军团
200011034 : [Level 59] 反物质军团
200011035 : [Level 69] 反物质军团
200011036 : [Level 73] 反物质军团
200011110 : [Level 7] 次元扑满
200011111 : [Level 29] 次元扑满
200011112 : [Level 39] 次元扑满
200011113 : [Level 49] 次元扑满
200011114 : [Level 59] 次元扑满
200011115 : [Level 69] 次元扑满
200011116 : [Level 73] 次元扑满
200012310 : [Level 13] 外宇宙之炎
200012311 : [Level 35] 外宇宙之炎
200012312 : [Level 44] 外宇宙之炎
200012313 : [Level 53] 外宇宙之炎
200012314 : [Level 62] 外宇宙之炎
200012315 : [Level 71] 外宇宙之炎
200012316 : [Level 77] 外宇宙之炎
200012320 : [Level 18] 反物质军团
200012321 : [Level 35] 反物质军团
200012322 : [Level 44] 反物质军团
200012323 : [Level 53] 反物质军团
200012324 : [Level 62] 反物质军团
200012325 : [Level 71] 反物质军团
200012326 : [Level 77] 反物质军团
200012330 : [Level 18] 反物质军团
200012331 : [Level 35] 反物质军团
200012332 : [Level 44] 反物质军团
200012333 : [Level 53] 反物质军团
200012334 : [Level 62] 反物质军团
200012335 : [Level 71] 反物质军团
200012336 : [Level 77] 反物质军团
200012340 : [Level 18] 虚卒•践踏者
200012341 : [Level 35] 虚卒•践踏者
200012342 : [Level 44] 虚卒•践踏者
200012343 : [Level 53] 虚卒•践踏者
200012344 : [Level 62] 虚卒•践踏者
200012345 : [Level 71] 虚卒•践踏者
200012346 : [Level 77] 虚卒•践踏者
